# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 29967404716
#
# Overhead  Symbol                               Shared Object                     IPC   [IPC Coverage]
# ........  ...................................  ................................  ....................
#
     0.01%  [.] 0x0000000072a6314c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb145e0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7393538               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63d00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed1dc4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746274c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6400c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb97394               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e475280               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7d6f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60758               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e48fba0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e490d24               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a945f4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074617b78               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdc9a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5fb6c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc44568               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007453b670               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc48e70               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb06ce0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61988               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a2ea44               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a2f898               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed569c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a616ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007466d198               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c8e966c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa6180               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61790               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a2e7c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61af8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a619f0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e49a630               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb149fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a8c8b4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074673734               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb7070c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a601ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61770               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c86495c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e491b10               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a83d74               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074628f00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a2e9a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a2eb70               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60600               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3fea0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa5a80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb037d8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e49c1a4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdb520               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63e58               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a83ec8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001ed34a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006e49293c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a9a058               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007f047adc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074672148               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eeda514               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a63da0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd98b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a60c94               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c8e2140               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745ffba4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57580               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a325c0               [JIT] tid 45815                   -      -            
